test_acc,test_f1,test_auc,best_f1,best_auc,best_epoch,fold,model,iter
0.8677685950413223,0.8673470239585942,0.9527877807920688,0.8673470239585942,0.9527877807920688,29.0,,simulated_local_0,28.0
0.8512396694214877,0.8379360265360117,0.9520984630708973,0.8379360265360117,0.9520984630708973,3.0,,simulated_local_1,28.0
0.8677685950413223,0.8611909302818394,0.9582645093160526,0.8611909302818394,0.9582645093160526,39.0,,simulated_local_2,28.0
0.859504132231405,0.8526342244614071,0.9276030420346586,0.8526342244614071,0.9276030420346586,24.0,,simulated_local_3,28.0
0.8347107438016529,0.82500195179621,0.9426086652604472,0.82500195179621,0.9426086652604472,17.0,,simulated_local_4,28.0
0.859504132231405,0.8515490570036024,0.95320524289055,,,,,fedavg,28.0
0.8842975206611571,0.8805145400117699,0.944570898139069,0.8805145400117699,0.944570898139069,20.0,,vlocal,29.0
0.8677685950413223,0.8616417191623802,0.9574630406841868,0.8616417191623802,0.9574630406841868,24.0,,simulated_local_0,29.0
0.8429752066115702,0.8356784035928421,0.9569986752753007,0.8356784035928421,0.9569986752753007,35.0,,simulated_local_1,29.0
0.8760330578512396,0.8726379111888339,0.9549532128326774,0.8726379111888339,0.9549532128326774,35.0,,simulated_local_2,29.0
0.8181818181818182,0.8093339034123754,0.9387122336548138,0.8093339034123754,0.9387122336548138,32.0,,simulated_local_3,29.0
0.8429752066115702,0.8405803676315731,0.9349554143741439,0.8405803676315731,0.9349554143741439,35.0,,simulated_local_4,29.0
0.8677685950413223,0.863187467072066,0.9555756017887501,,,,,fedavg,29.0
0.859504132231405,0.855426551120331,0.9465874590510307,0.855426551120331,0.9465874590510307,42.0,,vlocal,30.0
0.8677685950413223,0.8627564256866993,0.9447154078666431,0.8627564256866993,0.9447154078666431,42.0,,simulated_local_0,30.0
0.859504132231405,0.8455836161538707,0.9511667518285968,0.8455836161538707,0.9511667518285968,1.0,,simulated_local_1,30.0
0.8760330578512396,0.8727266436829602,0.9513871124446371,0.8727266436829602,0.9513871124446371,46.0,,simulated_local_2,30.0
0.859504132231405,0.8557070634992711,0.9493256429599155,0.8557070634992711,0.9493256429599155,20.0,,simulated_local_3,30.0
0.8429752066115702,0.83086020837217,0.9488470347025931,0.83086020837217,0.9488470347025931,39.0,,simulated_local_4,30.0
0.859504132231405,0.8512199463561102,0.9560596067027193,,,,,fedavg,30.0
0.8677685950413223,0.8620641884368256,0.9554664149607365,0.8620641884368256,0.9554664149607365,49.0,,vlocal,31.0
0.859504132231405,0.8514669539618861,0.9481904047386069,0.8514669539618861,0.9481904047386069,36.0,,simulated_local_0,31.0
0.8677685950413223,0.8627561199472259,0.9499957367366383,0.8627561199472259,0.9499957367366383,2.0,,simulated_local_1,31.0
0.859504132231405,0.8534859080313626,0.9549899277772306,0.8534859080313626,0.9549899277772306,21.0,,simulated_local_2,31.0
0.859504132231405,0.8517900457255595,0.9463305846734724,0.8517900457255595,0.9463305846734724,3.0,,simulated_local_3,31.0
0.8429752066115702,0.844037270975903,0.9478725710452632,0.844037270975903,0.9478725710452632,12.0,,simulated_local_4,31.0
0.859504132231405,0.8515490570036024,0.9541702025276435,,,,,fedavg,31.0
0.859504132231405,0.8518722541776043,0.9474030760407401,0.8518722541776043,0.9474030760407401,10.0,,vlocal,32.0
0.8760330578512396,0.8699606887158083,0.9601096138202271,0.8699606887158083,0.9601096138202271,1.0,,simulated_local_0,32.0
0.859504132231405,0.8534304359703033,0.9586562752416511,0.8534304359703033,0.9586562752416511,5.0,,simulated_local_1,32.0
0.8677685950413223,0.863315058778605,0.9434911098614633,0.863315058778605,0.9434911098614633,30.0,,simulated_local_2,32.0
0.8677685950413223,0.8656062492924261,0.9523615133753859,0.8656062492924261,0.9523615133753859,3.0,,simulated_local_3,32.0
0.859504132231405,0.8573327788638793,0.9514872163254586,0.8573327788638793,0.9514872163254586,23.0,,simulated_local_4,32.0
0.8677685950413223,0.8596951808522056,0.9556998050947166,,,,,fedavg,32.0
0.859504132231405,0.8573633581809949,0.9473032586272281,0.8573633581809949,0.9473032586272281,6.0,,vlocal,33.0
0.8429752066115702,0.833275692779825,0.9401007513051794,0.833275692779825,0.9401007513051794,42.0,,simulated_local_0,33.0
0.859504132231405,0.8588548824912462,0.9647474293352433,0.8588548824912462,0.9647474293352433,12.0,,simulated_local_1,33.0
0.8429752066115702,0.83406279521982,0.9587713900140364,0.83406279521982,0.9587713900140364,1.0,,simulated_local_2,33.0
0.8677685950413223,0.8670171103826704,0.9408797402178943,0.8670171103826704,0.9408797402178943,3.0,,simulated_local_3,33.0
0.8264462809917356,0.8155527233387172,0.9460761608117679,0.8155527233387172,0.9460761608117679,5.0,,simulated_local_4,33.0
